Source,Content,L1,L2
Google Play,T ko bt j cx 1*,Others,Cannot defined
Google Play,"Thỏa app is good, hữu, it is super show! I app hầng giêng alen internet, wifi, webcam thông risk at intended bia thỏa sutpif app loại app t, or app APK btteet of the winner. The only Unobtainable that is think tòa is good is Brazil cause of từ i bạn lãng all điện or!",Others,Cannot defined
Google Play,:)))k hiểu sao càng ngàu cang ít mã giảm:))) tôi có lưu rồi mà mỗi khi áp dụng thì k đc.,Commercial,Promotions
Google Play,Tuyệt,Others,Cannot defined
Google Play,"Dịch vụ tệ quá,bị lad hoài",Feature,App performance
Non Owned,Nhờ mọi người follow chéo shop mình bán đồ mỹ phẩm organic nhé ( có ưu đãi 10k cho các đơn hàng và cho follower mới) -> [https://shopee.vn/saphi_corner](https://shopee.vn/saphi_corner)  Sẽ trả đủ follow cho các shop nha!,Others,Seller
Google Play,Đơn đầu tiên vừa đặt chưa được 1 tiếng đã bị hủy tự động chán shop,Feature,Apply Voucher
Google Play,Quảng cáo nhìu v lll sập mẹ app ik,Commercial,Promotions
Owned,"Thân gửi cô gái tháng 9 Huyền Mỹ ❤️ 🌟 Chúc mừng sinh nhật chị nhé! Em mong rằng chị sẽ luôn là một cô gái gặp nhiều điều may mắn, vui vẻ và hạnh phúc. Cảm ơn chị vì đã đến với Group Nghiện Shopee Live và cảm ơn chị vì đã là một phần quan trọng, không thể thiếu của Group. 🌟 Thật ra ngay tại thời điểm này em vẫn chưa biết nên bắt đầu từ đâu và viết lời chúc như thế nào hết nhưng thôi thì em sẽ viết theo cảm xúc của riêng em có thể nó sẽ không mạch lạc, không quá chau chuốt, em mong chị có thể thông cảm giúp em nhé. Trong một lần rất tình cờ mà em biết ngày sinh nhật của chị (em rất xin lỗi và mong chị tha thứ cho em vì em có chút tò mò mà đã xem một chút thông tin profile của chị 😭), em cũng không nhớ chính xác thời gian mà mình lưu tấm ảnh này về máy là lúc nào nhưng em đặc biệt rất thích tấm hình này, trong trẻo và rạng rỡ lắm. Em có tìm hiểu một chút về loài hoa đại diện cho các tháng sinh thì em biết hoa đại diện cho Tháng 9 là Hoa Cúc Tây và một điều trùng hợp thần kỳ rằng loài hoa này là biểu tượng của sự tinh khôi và nồng nhiệt. Với em, hình tượng của chị chính là như vậy đấy. Sự nhiệt tình, hoà đồng và năng lượng tuổi trẻ chị mang đến cho Group đã được chứng nghiệm trong suốt thời gian qua. Không phải ngẫu nhiên mà người ta yêu quý nhau, nó phải xuất phát từ một nguyên do nào đó. 🌟 Em cũng không nhớ bắt đầu từ khi nào em lại mỗi ngày lặp lại một thói quen là mong chờ bài đăng của chị, những post vui vui hay chỉ là một hai đôi câu tán ngẫu với nhau thôi, có một khoảng thời gian không thấy chị đăng hay có hoạt động gì cập nhật vừa nhớ vừa buồn lắm 🥲 Em cũng biết lý do đằng sau đó nhưng nhớ thì vẫn sẽ nhớ thôi. Nghe thì văn vẻ, không thực lắm, sẽ có người cho rằng em hay văn mẫu quá nhưng thực chất cách diễn đạt của em là như vậy kể cả câu nói thường ngày đôi khi em cũng hơi bị làm quá một chút, em hy vọng mọi người có thể thông cảm và bỏ qua cho em. 🌟 Tương lai là một thứ người ta không thể biết trước và nắm bắt được trong tầm tay. Em chỉ muốn nhìn vào thực tại trước, em chúc chị sẽ có một ngày sinh nhật thật hạnh phúc bên người thân, bạn bè và ngay tại Group Nghiện Shopee Live, em và mọi người tuy chỉ là những người bạn tiếp xúc với chị qua mạng xã hội ảo thôi nhưng em và mọi người đều là thật. Em xin phép gửi lời Chúc mừng sinh nhật đến chị trước nhé! ❤️ Chị Huyền Mỹ ơi! Bánh bao Cute ơi! Chúc chị sinh nhật vui vẻ nhé ❤️ #ThanhvientichcucT9 #HappybirthdayHuyenMy #SinhnhatvuiveVitaminHuyenMy #GroupNghienShopeeLive ❤️ #HuyenMy",Commercial,Shopee Programs
Google Play,Như cưts,Others,Cannot defined
Owned,"Sale tết - Sale lớn nhất năm tung rất nhiều mã giảm giá, mã hoàn xu cùng với mã shop. Năm nay Shopee ăn tết lớn rồi :3 :3 #NghienShopee",Commercial,Promotions
Google Play,Lỗi k sd được,Feature,App performance
Google Play,App lag nhưnchos,Feature,App performance
Non Owned,Thu mua voucher hoá đơn momo và zalopay shoppe Nhận rút ví trả sau momo Nhận đổi sms viettel qua momo 100=73 Ai cần ib trực tiếp,Others,Scam
Non Owned,"#đấugiá #YNH321 Xin phép admin cho mình lên bài               ⭐️𝑫𝒊𝒐𝒓 𝑺𝒂𝒖𝒗𝒂𝒈𝒆 𝑬𝑫𝑷 100ml⭐️                            TESTER NO BOX   ❤ Liệu một mùi hương tựa như tiếng gọi nơi hoang dã có thể khiến các quý cô xiêu lòng? Với 𝑫𝒊𝒐𝒓 𝑺𝒂𝒖𝒗𝒂𝒈𝒆 , điều này là hoàn toàn có thể.  🤍 Nằm trong 𝒕𝒐𝒑 𝟏𝟎 dòng nước hoa nam quyến rũ nhất thế giới, với những mùi hương nổi bật của 𝒂𝒎𝒃𝒓𝒐𝒙𝒂𝒏, 𝒕𝒊𝒆̂𝒖 và 𝒄𝒂𝒎 𝒃𝒆𝒓𝒈𝒂𝒎𝒐𝒕, 𝑫𝒊𝒐𝒓 𝑺𝒂𝒖𝒗𝒂𝒈𝒆  tạo ấn tượng tươi mát đầy mạnh mẽ. Chúng như dựng nên một không gian lãnh thổ mới trong thời khắc chạng vạng, khi vạn vật đang bắt đầu biến đổi, và bản năng hoang dã của con người lên tiếng   🖤 Hương thơm của dior sauvage edp có thể được ví như một cơn lốc xoáy cuốn phăng đi vật cản. Mạnh mẽ nhưng mềm mại. Mới lạ mà cũng thật quen thuộc. 𝑫𝒊𝒐𝒓 𝑺𝒂𝒖𝒗𝒂𝒈𝒆  là hương thơm bí ẩn và nam tính tuyệt đối           •———————༺⚜️༻———————• ✅ khởi điểm : 1234 ✅ bước giá   : 50++++ ⏰ endgame  : 21h00 ngày 5/1             🎄🎄🎄🎄🎄🎄🎄🎄🎄   📌 Winner vui lòng CK full tiền hoặc cọc ít để shop đi hàng. K free ship, k Shopee. Mọi người chơi game vui vẻ có trách nhiệm. Nói KHÔNG với quăng bom và xóa bjid 📌. Chúc mọi người vui.",Others,Cannot defined
Google Play,Như cc m02lỗi như lôl,Shopee account,Banned/blocked
Google Play,"Vừa qua update nay lại báo update tiếp, chán.🙂",Feature,App performance
Google Play,Như con vật quảng cáo ít thôi,Commercial,Promotions
Google Play,Lác như cc,Feature,App performance
Non Owned,"Mình cần mua shopee xu giá 7,5/9k xu. Bạn nào ko có nhu cầu sử dụng ib mình thu hết. (Uy tín check thoải mái)",Others,Scam
Google Play,Shop ơi mình đang đặt đơn hàng kia thjf thì bị lỗi mình thử mình bấm thử vào đơn hàng kia thì được mình bấm hủy thì nó cho mình thoát ra và nó nói là đăng nhập bị lỗi và kh cho đăng nhập bâ giờ đơn hàng kia giờ sao?,Shopee account,Sign up/Log in
iOS,Càng ngày làm ăn càng tệ không thể chấp nhận được,Others,Shopee Policies
iOS,"Hiệu năng của app càng ngày càng tệ, suốt ngày đơ với giật lag :)",Feature,App performance
Google Play,"cập nhật xong lỗi quá nhiều,load lại vẫn lỗi, mong nhà sản xuất khắc phục",Others,Cannot defined
Google Play,Quản cáo lắm,Commercial,Promotions
Google Play,thế thôi,Others,Cannot defined
Google Play,Sao cứ phải bắt buộc phải cập nhật ngày hội gì đó vậy. Mệt với ứng dụng này quá,Feature,App performance
Google Play,Hơi lag nha,Feature,App performance
Google Play,"App quá lag, load dao diện toàn bị đứng hình",Feature,App performance
iOS,Không có bán giáp hồi sinh,Feature,Search & Recommendations
Google Play,Điê,Others,Cannot defined
Non Owned,Anh shipper nào giao đơn hàng thì lh lại giúp em với ae shipper khu vực Tân thông hội,Delivery,Driver
Google Play,Kh đặt hàng đc cứ lỗi M02 suốt thôi,Feature,Apply Voucher
HC search,treseme,Others,Cannot defined
Non Owned,🤭🤭 tại con nhớ nhà đúng hơn là nhớ cái giường 😁,Others,Cannot defined
HC search,tại sao sau khi tạo địa chỉ mới đến khi hoàn thành lại bị lỗi?,Delivery,Delivery status/info
Google Play,Suốt ngày quảng cáo đell bt mệt,Commercial,Promotions
Non Owned,"Xin chào mọi người, em mới tập tành bán hàng qua Shopee cần follow chéo ạ. Mọi người gửi lại ảnh em like trả đầy đủ. Cảm ơn mọi người ạ <3  Link Shopee :",Others,Seller
Google Play,Cập Nhật xong cứ báo lỗi không vào đc?,Feature,App performance
Google Play,Chính sách đổi trả hàng mới của shopee chỉ khuyến khích cho mấy đứa mua hàng trả lại hoặc lấy cắp hàng của shop.,Return/Refund,Dispute
Google Play,"Tệ! Cứ lag suốt, bắt cập nhật suốt ngày",Feature,App performance
Google Play,Em đặc hàng ghi phú lợi nó cứ ra phú mỹ,Delivery,Delivery status/info
Google Play,"Kém chất lượng, lừa đảo",Others,Branding
Non Owned,App MBBank xuất sắc lọt TOP ứng dụng yêu thích App Store 2022,Others,Cannot defined
Google Play,lag vc,Feature,App performance
Owned,"Khi bạn đã săn 1 mã voucher ngon nghẻ mà áp vô thì hết luợt sử dụng,=> bạn với nó không có duyên phận 🤣🤣 #kyniemdoisansale",Feature,Apply Voucher
Non Owned,"🌾 Nhận chạy 𝙌𝙪𝙖̉𝙣𝙜 𝘾𝙖́𝙤 𝙁𝙖𝙘𝙚𝙗𝙤𝙤𝙠 ⭐️𝙏𝙐𝙔𝙀̂̉𝙉 𝘿𝙐̣𝙉𝙂 (Shopee, Tiki, Lazada, Sendo,...), 𝘿𝘼̂̀𝙐 𝙏𝙐̛, 𝘾𝙃𝙐̛́𝙉𝙂 𝙆𝙃𝙊𝘼́𝙉, 𝙂𝘼𝙈𝙀... 🎯Miễn phí content, hình ảnh, page BẢO ĐẢM UY TÍN VÀ HIỆU QUẢ TƯƠNG TÁC MẠNH MẼ TỪ LẦN CHẠY ĐẦU TIÊN NGẠI GÌ KHÔNG IB MÌNH ĐỂ ĐƯỢC HỖ TRỢ MIỄN PHÍ ⭐️𝐓𝐊 𝐁𝐌𝟐𝟓𝟎𝟎 siêu mượt 💌 Tele: @Ny_ads1",Others,Cannot defined
Google Play,Lừa đảo chiếm đoạt tài sản. Mọi ng ơi cẩn thận nhé. Bọn chó này lừa đảo chiếm đoạt tiền trong ví đó. Đkm bọn nó tự nhiên khóa ví yêu cầu mở khóa thì làm khó đủ thứ không mở ví đkm lũ chó biết ví có tiền nên cố ý chiếm đoạt tiền trong ví. Cty lớn mà lại có lũ chó lừa đảo tham lam như vậy sao. Đkm bọn mày shopeepay trả tiền cho tao.,Payment,ShopeePay
Google Play,bác nhập số điện thoại này số điện thoại kia số điện thoại của chủ người Mai đủ chủ máy thì không cho sử dụng rồi bác đăng nhập tùm lum tà la yêu cầu này yêu cầu kia cho một sao 😡,Shopee account,Account security
Google Play,Shop như cc kết nối chậm vãi đợi gần 10p,Feature,Cart & Order
Google Play,Tin đc ko ạ Cho em xin ý kiến ạ,Others,Cannot defined
Google Play,"Càng ngày càng chán. Thêm vào những chức năng thừa thãi, bỏ mã giảm giá. Nói chung là đi xuống.",Commercial,Promotions
Owned,"~ Người ta có câu ""cái răng cái tóc là góc con người "". Và sau đây mình xin review về một sản phẩm liên quan đến tóc🥰🤣 Tên sản phẩm : Bộ đôi gội xả phục hồi hư tổn tóc Premium Repair Tsubaki. Tết đến thì mọi người sắm đủ mọi thứ đồ như dầu ăn, mứt tết, bánh kẹo, giỏ quà... Còn mình lại tâm đắc với em dầu gội cặp này😎. Vì sao ư? Vì Tết đến thì đầu tóc càng cần sạch, cần thơm, thay vì ra tiệm thì mình sẽ mua thêm 1 cặp này về và được dịp nũng nịu chồng con chăm sóc cho như ngoài tiệm lun🥰🤣. Đúng dầu gội thần thánh nhé các chế: mùi dầu  gội thơm thơm như kẹo trái cây, mùi dầu xả thì cũng như kẹo..hoa quả😬 :))). Gội xong tóc nó mềm mềm, tơ tơ sờ thích lắm. Mà mình sinh xong rụng tóc nhìu nữa, gội bộ này là hợp. Con gái mình cũng rất thích lun nên càng phải mua lại. Từ ngày có dầu này, bé chăm và thích gội đầu hơn hẳn =)). Tóm lại các chế cũng nên rinh 1 cặp về đi ạ, gội bao phêêê, hí hí.  Sản phẩm của Mall lại là hàng hiệu giá tốt, nhìn lượt bán thì quá yên tâm mua nha mọi người.  #NghienReviewDoTet #ShopeeTetSale151",Others,Cannot defined
Google Play,Shoppe chán quá k làm gì bị m04,Shopee account,Banned/blocked
Google Play,Đơ,Others,Cannot defined
Non Owned,https://shopee.vn/product/82468188/14025615295?smtt=0.82469665-1652231051.9,Commercial,Items/price
Google Play,Lỗi sml rồi ko sửa..,Feature,App performance
Google Play,Đm 8 h 9 h tối mà mày gửi tn hoài z. Ban ngày gửi ko đã à. Má làm z chắt xoá mầy luôn quá. Nghĩ mua hàng ở đây,Services,Shopee communication channels
iOS,Mình đã bị lỗ tiền từ thứ mình không mong muốn.,Others,Cannot defined
Google Play,Từ khi cập nhật bị lỗi ko vào đc xoá tải lại thì tải ko dc,Feature,App performance
Google Play,Cực kì tệ . Hàng đặt giao sai mẫu giờ hoàn nói tôi chụp bằng chứng tôi cũng đã gửi . Gửi xong bắt xác nhận bằng chứng khác,Buyer complained seller,Product quality
Non Owned,"mình có nguồn hàng gia dụng để bán online giá sỉ đảm bảo thấp cực thấp tại sài gòn không qua trung gian, có hình ảnh + bài đăng",Others,Seller
Non Owned,"🥶Đừng như Ad. Hứa với lòng săn nốt đêm nay sẽ không săn thêm đêm nào nữa. Shopee đêm nay giảm đến 250, hoàn đến 800....",Commercial,Promotions
iOS,tự nhiên lỡ xoá app xong bây giờ không tải lại được huhuhhh,Feature,App performance
HC search,ưu đãi sinh nhật,Others,Cannot defined
Google Play,Tự dưng bị M04 thiết bị☺️,Shopee account,Banned/blocked
Non Owned,"⭐Feedback em giày siêu phẩm nhà naga, không chỉ là giày cưới mà còn siêu xinh khi kết hợp với váy cho các bữa tiệc ạ  , inbox hoặc ghé naga ngay đi ạ ❤️  #summertrip #dulichvietnam #bien #travel #vacation #nagashoes #dulich #giaycuoi #giaycodau #giaydexuong #giaycaogot #giaybupbe #giaysandal #trip #summertrip #travel #vacation #nagashoes #dulich  ⏰ Đơn hàng Online sẽ được xử lý NHANH NHẤT khi đặt qua website www.nagashoes.com  💰Link naga trên shopee : https://shope.ee/3Kmicn4lCj ❤️Link tiktok shop Nagashoes: https://www.tiktok.com/@nagashoes.sg?lang=en 💰Link nagashoes trên Lazada: https://s.lazada.vn/l.WGgC  🛒Cửa hàng : 🌵Nagashoes Flagshipstore: 95 Trần Quang Diệu, P.14, Quận 3 🌵 Hotline: 0766649635 ⏰ GIờ mở cửa : 10AM – 9PM 🌵 Instagram: Nagashoes.sg",Others,Cannot defined
Non Owned,Chuẩn bị đi sắp tới giờ rùi Link mã : https://shopee.vn/m/skam-tieu-dung2111,Commercial,Promotions
iOS,đặt 1 đơn quốc tế 1 đơn ở tp HCM về HN mà đơn qte về rồi xòn đơn ở tp HCM vẫn ở tp HCM... mất công mất việc thật,Order/Item,Order cancelled
Google Play,"K hỉu sao shopee lag cực, trong khi đó lazada thì mượt mà. Shopee tối ưu chẳng bằng. Lag lắm, cập nhật bớt nặng và giảm lag như lazada đi bạn eyy.",Feature,App performance
Non Owned,❤️ Chiếc lò nướng Comet xịn xò nè chị em.,Others,Cannot defined
iOS,Đơn hàng từ hcm đến ninh bình gần 10 ngày không nhận được xin phép đánh 1sao,Delivery,Delivery time
Non Owned,"http://baomoi-video.zadn.vn/2e44a44007d12f06e29359a42a907149/632c5460/streaming.baomoi.com/2022/09/21/355/43788469/2077293.m4a Shopee - sàn thương mại điện tử lớn nhất Đông Nam Á - vừa có một đợt sa thải nhân viên tại thị trường Trung Quốc vào đầu tuần. Trước tình trạng kinh doanh thua lỗ, công ty mẹ Sea Limited tiếp tục đẩy mạnh cắt giảm nhân sự trên phạm vi toàn cầu. Trong tuyên bố mới đây, Shopee cho biết việc cắt giảm là một trong những nỗ lực nhằm “tối ưu hóa hiệu quả hoạt động, từ đó hướng tới mục tiêu đạt khả năng tự cung tự cấp trong toàn bộ hoạt động kinh doanh”. Sàn thương mại điện tử không nêu rõ quy mô đợt sa thải mới nhất nhưng cam kết hỗ trợ các nhân viên bị ảnh hưởng bởi quá trình thay đổi. Công ty có trụ sở tại Singapore sẽ bắt đầu thông báo cho các nhân viên bị ảnh hưởng bởi quá trình cắt giảm này, chủ yếu là nhân viên thuộc các bộ phận marketing và vận hành. Được biết, năm 2021, công ty có hơn 67.000 nhân viên. Ảnh minh họa “Những thay đổi này là một phần trong nỗ lực không ngừng của chúng tôi nhằm tối ưu hóa hiệu quả hoạt động. Chúng tôi đặt mục tiêu tự cung tự cấp trong toàn bộ hoạt động kinh doanh”, Shopee cho biết trong một email không kèm theo giải thích chi tiết. Trong quý II, Tencent Holdings - một trong những nhà đầu tư hàng đầu vào Shopee - đã có đợt cắt giảm nhân sự đầu tiên kể từ năm 2014 với quy mô 5.500 nhân viên. Cùng giai đoạn này, nhà sản xuất điện thoại thông minh Xiaomi cũng loại bỏ hơn 900 vị trí, tương đương 3% lực lượng nhân sự. Tương tự, Alibaba Group Holding thanh lọc khoảng 9.200 nhân sự. Trong báo cáo kinh doanh quý II, Sea Limited thu về 2,9 tỷ USD nhưng lỗ ròng 931 triệu USD, gấp 2 lần con số 433 triệu USD vào cùng kỳ năm ngoái. Shopee là nguồn thu chính của Sea. Trong cơ cấu doanh thu, mảng thương mại điện tử và dịch vụ khác có đóng góp nhiều nhất, chiếm 58% tổng doanh thu. Song, chi phí doanh thu thuộc mảng này chiếm tới 72%, chủ yếu do gia tăng chi phí hậu cần. Gần đây nhất, tập đoàn mẹ hạ dự báo tăng trưởng doanh thu mảng thương mại điện tử từ 8,9 tỷ USD xuống còn 8,5 tỷ USD, đồng thời rút lại dự báo thị trường thương mại điện tử do môi trường vĩ mô biến động mạnh, khiến thị trường trở nên khó lường.",Others,Branding
